Sample Date,Transect Number ,Plot Number,Plot Corner,Genus ,Specific epithet,0-1,1-2,2-3,3-4,4-5
6/22/2011,3,1,NE,Coarse Woody Debris,,0,0,0,15,2
6/22/2011,3,1,NW,Coarse Woody Debris,,0,0,20,0,10
6/22/2011,3,1,SE,Coarse Woody Debris,,0,0,4,10,0
6/22/2011,3,1,SW,Coarse Woody Debris,,15,0,0,11,0
6/22/2011,3,1,SW,Coarse Woody Debris,,85,100,100,89,100
6/22/2011,3,2,NE,Coarse Woody Debris,,0,7,0,10,1
6/22/2011,3,2,NW,Coarse Woody Debris,,2,0,0,0,0
6/22/2011,3,2,SE,Coarse Woody Debris,,5,3,0,5,0
6/22/2011,3,2,SW,Coarse Woody Debris,,15,3,0,0,0
6/22/2011,3,3,NE,Coarse Woody Debris,,0,0,8,10,0
6/22/2011,3,3,NW,Coarse Woody Debris,,9,4,0,17,0
6/22/2011,3,3,SE,Coarse Woody Debris,,0,0,0,3,8
6/22/2011,3,3,SW,Coarse Woody Debris,,17,7,7,2.5,0
6/22/2011,3,4,NE,Coarse Woody Debris,,100,100,100,91,90
6/22/2011,3,4,NE,Coarse Woody Debris,,0,0,0,9,0
6/22/2011,3,4,SE,Coarse Woody Debris,,0,0,3,0,70
6/22/2011,3,5,NW,Coarse Woody Debris,,0,10,0,10,10
6/22/2011,3,5,SE,Coarse Woody Debris,,47,0,0,0,0
6/22/2011,3,6,NE,Coarse Woody Debris,,20,7,0,14,10
6/22/2011,3,6,SE,Coarse Woody Debris,,83,0,0,0,0
6/22/2011,3,1,NE,Leaf Litter,,100,100,100,100,100
6/22/2011,3,1,NW,Leaf Litter,,100,95,100,100,90
6/22/2011,3,1,SE,Leaf Litter,,93,13,70,74,95
6/22/2011,3,2,NE,Leaf Litter,,0,65,90,72,15
6/22/2011,3,2,NW,Leaf Litter,,98,100,100,10,0
6/22/2011,3,2,SE,Leaf Litter,,0,0,70,27,0
6/22/2011,3,2,SW,Leaf Litter,,85,97,60,0,0
6/22/2011,3,3,NW,Leaf Litter,,100,100,83,90,98
6/22/2011,3,3,SE,Leaf Litter,,100,88,100,97,92
6/22/2011,3,3,SW,Leaf Litter,,100,80,67,98,100
6/22/2011,3,3,SW,Leaf Litter,,100,99,100,94,100
6/22/2011,3,4,NW,Leaf Litter,,100,100,83,0,0
6/22/2011,3,4,NW,Leaf Litter,,0,3,0,0,0
6/22/2011,3,4,SE,Leaf Litter,,100,100,92,100,30
6/22/2011,3,4,SW,Leaf Litter,,100,100,100,3,84.5
6/22/2011,3,5,NE,Leaf Litter,,100,100,100,70,100
6/22/2011,3,5,NW,Leaf Litter,,100,90,100,90,90
6/22/2011,3,5,SE,Leaf Litter,,90,50,0,50,70
6/22/2011,3,5,SW,Leaf Litter,,100,100,80,100,100
6/22/2011,3,6,NE,Leaf Litter,,80,93,100,72,82
6/22/2011,3,6,SE,Leaf Litter,,17,100,20,100,100
6/22/2011,3,1,NW,Bare soil,,0,5,30,0,0
6/22/2011,3,1,SE,Bare soil,,0,0,0,0,5
6/22/2011,3,2,NW,Bare soil,,0,0,0,53,0
6/22/2011,3,3,NE,Bare soil,,0,0,0,8,2
6/22/2011,3,3,NW,Bare soil,,0,1,0,85,0
6/22/2011,3,3,SW,Bare soil,,0,0,0,2,0
6/22/2011,3,5,SE,Bare soil,,0,0,0,15,30
6/22/2011,3,1,SE,Rock,,7,87,30,26,0
6/22/2011,3,2,NW,Rock,,0,0,0,25,95
6/22/2011,3,3,SW,Rock,,0,22,33,0,0
6/22/2011,3,4,NE,Rock,,100,70,0,0,10
6/22/2011,3,4,NW,Rock,,0,0,17,100,100
6/22/2011,3,4,SE,Rock,,0,0,5,0,0
6/22/2011,3,4,SW,Rock,,0,0,0,97,15.5
6/22/2011,3,5,SE,Rock,,0,50,100,35,0
6/22/2011,3,5,SW,Rock,,0,0,20,0,0
6/22/2011,3,6,SE,Rock,,0,0,80,0,0
6/22/2011,3,5,NE,Tree,,0,0,0,30,0
6/22/2011,3,6,NE,Tree,,0,0,0,14,100
6/22/2011,3,1,NE,Eurybia ,divaricata,3,19,6,25,36
6/22/2011,3,1,NE,Fraxinus ,americana,0,15,0,0,0
6/22/2011,3,1,NE,Lonicera ,maackii,25,45,0,0,0
6/22/2011,3,1,NE,Prunus ,serotina,30,30,60,0,0
6/22/2011,3,1,NW,Betula,lenta,0,0,0,0,4
6/22/2011,3,1,NW,Crataegus ,mollis,90,0,0,0,0
6/22/2011,3,1,NW,Eurybia ,divaricata,6,30,0,60,30
6/22/2011,3,1,NW,Parthenocissus ,quinquefolia,0,0,0,20,10
6/22/2011,3,1,NW,Polygonatum,biflorum,20,0,0,0,0
6/22/2011,3,1,NW,Prunus ,serotina,0,0,0,0,10
6/22/2011,3,1,NW,Quercus ,rubra,0,0,0,0,0
6/22/2011,3,1,SE,Eurybia ,divaricata,56,34,0,43,0
6/22/2011,3,1,SE,Polygonatum,biflorum,15,0,0,0,25
6/22/2011,3,1,SE,Prunus ,serotina,100,0,0,0,0
6/22/2011,3,1,SE,Maianthemum,racemosum,0,40,0,0,0
6/22/2011,3,1,SW,Acer,saccharum,0,0,0,60,90
6/22/2011,3,1,SW,Eurybia ,divaricata,0,0,0,0,11
6/22/2011,3,1,SW,Maianthemum,canadense,0,0,0,0,3
6/22/2011,3,2,NE,Poaceae,spp.,100,37,10,17,85
6/22/2011,3,2,NE,Polygonatum,biflorum,0,0,2,0,0
6/22/2011,3,2,NE,Prunus ,serotina,0,0,2,40,2
6/22/2011,3,2,NW,Eurybia ,divaricata,0,8,0,0,0
6/22/2011,3,2,NW,Poaceae,spp.,0,0,0,12,5
6/22/2011,3,2,NW,Polygonatum,biflorum,0,30,36,0,0
6/22/2011,3,2,NW,Prunus ,serotina,90,0,0,0,0
6/22/2011,3,2,SE,Poaceae,spp.,95,97,30,68,100
6/22/2011,3,2,SE,Prunus ,serotina,0,27,75,65,0
6/22/2011,3,2,SE,UNKNOWN,,0,0,3,0,0
6/22/2011,3,2,SW,Eurybia ,divaricata,55,0,0,0,0
6/22/2011,3,2,SW,Poaceae,spp.,0,10,35,100,100
6/22/2011,3,2,SW,Polygonatum,biflorum,15,0,0,0,0
6/22/2011,3,2,SW,Prunus ,serotina,0,0,5,0,0
6/22/2011,3,2,SW,Maianthemum,racemosum,0,0,0,0,20
6/22/2011,3,3,NE,Eurybia ,divaricata,6,0,0,0,0
6/22/2011,3,3,NE,Poaceae,spp.,0,4,19,1.5,19
6/22/2011,3,3,NE,Prunus ,serotina,0,0,0,0,1.2
6/22/2011,3,3,NE,Quercus ,alba,3,0,0,0,0
6/22/2011,3,3,NW,Poaceae,spp.,99,91,97,0,1
6/22/2011,3,3,NW,Ligustrum,sp.,1,0,0,0,0
6/22/2011,3,3,NW,Prunus ,serotina,0,0,9,0,0
6/22/2011,3,3,NW,UNKNOWN,,0,0,0,0,2
6/22/2011,3,3,SE,Poaceae,spp.,0,0,24,49,67
6/22/2011,3,3,SE,Prunus ,serotina,0,12,27,1.8,0
6/22/2011,3,3,SW,Eurybia ,divaricata,0,50,0,0,0
6/22/2011,3,3,SW,Fraxinus ,americana,0,0,0,6,13
6/22/2011,3,3,SW,Poaceae,spp.,47,20,45,11,20
6/22/2011,3,4,NE,Eurybia ,divaricata,0,30,7,0,0
6/22/2011,3,4,NE,Poaceae,spp.,0,0,0,5,0
6/22/2011,3,4,NE,Moss,,0,0,0,0,5
6/22/2011,3,4,NE,Prunus ,serotina,0,0,0,0,23
6/22/2011,3,4,NE,Rubus ,alleghaniensis,0,10,92,0,0
6/22/2011,3,4,NW,Eurybia ,divaricata,0,0,0,0,0
6/22/2011,3,4,NW,Fraxinus ,americana,5,0,0,0,0
6/22/2011,3,4,NW,Moss,,0,0,0,0,0
6/22/2011,3,4,NW,Prunus ,serotina,11,4.2,0,0,0
6/22/2011,3,4,NW,Quercus ,rubra,60,0,0,0,0
6/22/2011,3,4,SE,Aralia ,elata,0,0,0,0,10
6/22/2011,3,4,SE,Eurybia ,divaricata,94,43,32,60,10
6/22/2011,3,4,SE,Fraxinus ,americana,0,0,25,88,65
6/22/2011,3,4,SE,Polygonatum,biflorum,0,0,0,30,15
6/22/2011,3,4,SE,Prunus ,serotina,0,40,71,0,0
6/22/2011,3,4,SE,Maianthemum,racemosum,0,0,0,20,0
6/22/2011,3,4,SW,Fraxinus ,americana,0,0,38,0,40
6/22/2011,3,4,SW,Prunus ,serotina,13,5,0,0,0
6/22/2011,3,5,NE,Eurybia ,divaricata,0,0,0,11,15
6/22/2011,3,5,NE,Eurybia ,divaricata,0,5,5,0,0
6/22/2011,3,5,NE,Fraxinus ,americana,1,0,0,0,0
6/22/2011,3,5,NW,Eurybia ,divaricata,0,0,3,0,0
6/22/2011,3,5,NW,Quercus ,rubra,0,20,0,0,0
6/22/2011,3,5,NW,Rubus ,alleghaniensis,55,34,5,35,25
6/22/2011,3,5,SE,Fraxinus ,americana,50,0,0,0,0
6/22/2011,3,5,SE,Lonicera ,maackii,0,20,2,9,0
6/22/2011,3,5,SW,Eurybia ,divaricata,85,28,35,55,21
6/22/2011,3,5,SW,Lonicera ,maackii,0,0,0,0,25
6/22/2011,3,5,SW,Polygonatum,biflorum,25,78,20,27,1
6/22/2011,3,6,NE,Lindera,benzoin,17,0,0,0,0
6/22/2011,3,6,SE,Eurybia ,divaricata,0,0,67,2,0
6/22/2011,3,6,SE,Lindera,benzoin,0,17,0,0,0
6/22/2011,3,6,SE,Quercus ,rubra,0,0,0,0,15
6/22/2011,3,6,SE,Toxicodendron ,radicans,0,60,30,55,30
6/22/2011,3,6,SE,Viburnum ,dilatatum,0,10,0,0,0
6/23/2011,3,6,NW,Coarse Woody Debris,,22,0,0,0,0
6/23/2011,3,6,SW,Coarse Woody Debris,,72,10,0,0,0
6/23/2011,3,7,NE,Coarse Woody Debris,,0,0,15,30,40
6/23/2011,3,7,NW,Coarse Woody Debris,,15,25,45,10,20
6/23/2011,3,7,SE,Coarse Woody Debris,,0,0,0,0,5
6/23/2011,3,7,SW,Coarse Woody Debris,,0,5,0,5,20
6/23/2011,3,6,NW,Leaf Litter,,100,100,100,100,100
6/23/2011,3,6,SW,Leaf Litter,,0,90,100,80,90
6/23/2011,3,7,NE,Leaf Litter,,0,30,0,0,60
6/23/2011,3,7,NW,Leaf Litter,,85,75,55,90,80
6/23/2011,3,7,SE,Leaf Litter,,100,100,100,100,95
6/23/2011,3,7,SW,Leaf Litter,,90,95,100,95,80
6/23/2011,3,6,SW,Bare soil,,0,0,0,10,10
6/23/2011,3,7,NE,Bare soil,,5,0,0,0,0
6/23/2011,3,7,SW,Bare soil,,10,0,0,0,0
6/23/2011,3,6,NW,Rock,,0,9,0,0,0
6/23/2011,3,6,SW,Rock,,0,0,0,10,0
6/23/2011,3,7,NE,Rock,,95,45,100,90,0
6/23/2011,3,7,NE,Tree,,0,25,0,0,0
6/23/2011,3,6,NW,Aralia ,elata,0,0,62,23,66
6/23/2011,3,6,NW,Eurybia ,divaricata,0,0,0,2,0
6/23/2011,3,6,NW,Fraxinus ,americana,23,19,0,0,0
6/23/2011,3,6,NW,Lonicera ,japonica,0,0,25,0,16
6/23/2011,3,6,NW,Parthenocissus ,quinquefolia,0,8,0,0,0
6/23/2011,3,6,NW,Phytolacca,americana,0,26.5,24,5,0
6/23/2011,3,6,NW,Prunus ,serotina,35,0,0,0,0
6/23/2011,3,6,NW,Quercus ,rubra,28,0,0,0,90
6/23/2011,3,6,NW,Rubus ,sp.,0,0,0,5,0
6/23/2011,3,6,NW,Viburnum ,dilatatum,22,0,18,53,0
6/23/2011,3,6,SW,Aralia ,elata,0,19,27,60,70
6/23/2011,3,6,SW,Eurybia ,divaricata,0,0,0,0,30
6/23/2011,3,6,SW,Lonicera ,japonica,0,12,75,30,2
6/23/2011,3,6,SW,Parthenocissus ,quinquefolia,0,47,100,20,25
6/23/2011,3,6,SW,Quercus ,rubra,0,30,30,0,25
6/23/2011,3,6,SW,Viburnum ,dilatatum,0,0,5,0,0
6/23/2011,3,7,NE,Maianthemum,canadense,0,10,0,0,0
6/23/2011,3,7,NE,Phellodendron,amurense,0,0,20,50,0
6/23/2011,3,7,NE,Toxicodendron ,radicans,50,10,0,0,0
6/23/2011,3,7,NW,Ailanthus ,altissima,0,0,0,20,0
6/23/2011,3,7,NW,Quercus ,rubra,0,0,0,50,0
6/23/2011,3,7,NW,UNKNOWN,,0,0,0,0,3
6/23/2011,3,7,SE,Acer,saccharum,0,0,40,0,0
6/23/2011,3,7,SE,Parthenocissus ,quinquefolia,0,5,0,0,0
6/23/2011,3,7,SE,Phytolacca,americana,3,0,40,0,0
6/23/2011,3,7,SE,Prunus ,serotina,100,0,0,0,0
6/23/2011,3,7,SE,Toxicodendron ,radicans,0,10,0,5,80
6/23/2011,3,7,SW,Aralia ,elata,0,0,10,80,50
6/23/2011,3,7,SW,Fraxinus ,americana,0,0,0,0,5
6/23/2011,3,7,SW,Lonicera ,japonica,0,0,5,0,0
6/23/2011,3,7,SW,Parthenocissus ,quinquefolia,0,0,40,0,0
6/23/2011,3,7,SW,Prunus ,serotina,0,0,0,0,50
6/24/2011,3,8,NE,Coarse Woody Debris,,5,0,0,5,34
6/24/2011,3,8,NW,Coarse Woody Debris,,0,5,0,0,0
6/24/2011,3,8,SE,Coarse Woody Debris,,30,0,0,45,40
6/24/2011,3,8,SW,Coarse Woody Debris,,0,0,15,25,40
6/24/2011,3,9,NE,Coarse Woody Debris,,0,0,0,30,72
6/24/2011,3,9,SE,Coarse Woody Debris,,0,0,0,28,5
6/24/2011,3,9,SW,Coarse Woody Debris,,5,90,100,20,57
6/24/2011,3,11,NE,Coarse Woody Debris,,0,0,0,1,0
6/24/2011,3,11,NW,Coarse Woody Debris,,0,0,0,10,0
6/24/2011,3,11,SE,Coarse Woody Debris,,1,4,1,0,3
6/24/2011,3,11,SW,Coarse Woody Debris,,4,6,6,4,0
6/24/2011,3,12,NE,Coarse Woody Debris,,0,0,12,0,0
6/24/2011,3,12,NW,Coarse Woody Debris,,0,7,3,1,6
6/24/2011,3,12,SW,Coarse Woody Debris,,2,15,0,0,0
6/24/2011,3,13,NE,Coarse Woody Debris,,0,30,7,7,80
6/24/2011,3,13,NW,Coarse Woody Debris,,0,0,10,38,4
6/24/2011,3,13,SE,Coarse Woody Debris,,55,0,0,0,0
6/24/2011,3,8,NE,Leaf Litter,,95,90,100,95,100
6/24/2011,3,8,NW,Leaf Litter,,35,80,100,100,100
6/24/2011,3,8,SE,Leaf Litter,,70,100,100,55,60
6/24/2011,3,8,SW,Leaf Litter,,100,100,95,96,90
6/24/2011,3,9,NE,Leaf Litter,,100,0,100,70,18
6/24/2011,3,9,NW,Leaf Litter,,100,50,100,90,65
6/24/2011,3,9,SE,Leaf Litter,,100,100,100,72,90
6/24/2011,3,9,SW,Leaf Litter,,95,10,0,80,43
6/24/2011,3,10,NE,Leaf Litter,,100,100,100,100,100
6/24/2011,3,10,NW,Leaf Litter,,100,100,100,100,100
6/24/2011,3,10,SE,Leaf Litter,,100,70,75,100,100
6/24/2011,3,10,SW,Leaf Litter,,100,100,100,100,100
6/24/2011,3,11,NE,Leaf Litter,,100,93,100,99,100
6/24/2011,3,11,NW,Leaf Litter,,100,100,100,90,45
6/24/2011,3,11,SE,Leaf Litter,,99,81,80,80,97
6/24/2011,3,11,SW,Leaf Litter,,91,94,58,96,99
6/24/2011,3,12,NE,Leaf Litter,,100,100,88,60,0
6/24/2011,3,12,NW,Leaf Litter,,100,93,77,99,96
6/24/2011,3,12,SE,Leaf Litter,,30,0,0,0,0
6/24/2011,3,12,SW,Leaf Litter,,98,85,100,100,0
6/24/2011,3,13,NE,Leaf Litter,,100,70,93,88,0
6/24/2011,3,13,NW,Leaf Litter,,100,100,90,62,96
6/24/2011,3,13,SE,Leaf Litter,,100,100,100,100,100
6/24/2011,3,13,SW,Leaf Litter,,80,70,100,100,100
6/24/2011,3,8,NW,Bare soil,,0,5,0,0,0
6/24/2011,3,9,NW,Bare soil,,0,0,0,10,0
6/24/2011,3,9,SE,Bare soil,,0,0,0,0,5
6/24/2011,3,11,SE,Bare soil,,0,15,9,20,0
6/24/2011,3,11,SW,Bare soil,,5,0,36,0,0
6/24/2011,3,13,NE,Bare soil,,0,0,0,0,20
6/24/2011,3,8,NW,Rock,,65,0,0,0,0
6/24/2011,3,9,NW,Rock,,50,0,0,0,0
6/24/2011,3,10,SE,Rock,,0,30,25,0,0
6/24/2011,3,11,NW,Rock,,0,0,0,0,55
6/24/2011,3,11,SW,Rock,,0,0,0,0,1
6/24/2011,3,12,NE,Trail,,0,0,0,40,100
6/24/2011,3,12,SE,Trail,,0,100,100,100,100
6/24/2011,3,12,SW,Trail,,0,0,0,0,25
6/24/2011,3,13,SW,Trail,,100,100,10,0,0
6/24/2011,3,9,NW,Tree,,0,0,0,0,16
6/24/2011,3,11,NE,Tree,,0,7,0,0,0
6/24/2011,3,11,SE,Tree,,0,0,0,0,0
6/24/2011,3,11,SW,Tree,,0,0,2,0,0
6/24/2011,3,8,NE,Eurybia ,divaricata,0,10,0,0,0
6/24/2011,3,8,NE,Eurybia ,divaricata,0,0,15,15,0
6/24/2011,3,8,NE,Lonicera ,japonica,0,0,1,0,0
6/24/2011,3,8,NE,Polygonum,virginianum,0,2,60,0,0
6/24/2011,3,8,NW,Aralia ,elata,0,0,0,78,23
6/24/2011,3,8,NW,Maianthemum,canadense,7,0,0,0,0
6/24/2011,3,8,NW,Parthenocissus ,quinquefolia,0,0,0,0,15
6/24/2011,3,8,NW,Prunus ,serotina,0,0,1,0,0
6/24/2011,3,8,NW,Toxicodendron ,radicans,0,0,0,0,35
6/24/2011,3,8,SE,Prunus ,serotina,0,0,0,0,50
6/24/2011,3,8,SE,Prunus ,serotina,40,100,45,40,0
6/24/2011,3,8,SE,Viburnum ,dilatatum,3,0,0,0,0
6/24/2011,3,8,SW,Aralia ,elata,0,0,0,50,5
6/24/2011,3,8,SW,Aralia ,elata,0,0,0,15,40
6/24/2011,3,8,SW,Eurybia ,divaricata,0,0,0,30,0
6/24/2011,3,8,SW,Maianthemum,canadense,0,0,0,0,5
6/24/2011,3,8,SW,Prunus ,serotina,30,2,0,0,0
6/24/2011,3,8,SW,Toxicodendron ,radicans,0,0,35,55,5
6/24/2011,3,9,NE,Betula,lenta,0,0,40,0,0
6/24/2011,3,9,NE,Fern,,90,55,40,50,37
6/24/2011,3,9,NE,Maianthemum,canadense,0,17,65,22,22
6/24/2011,3,9,NE,Parthenocissus ,quinquefolia,55,20,35,0,0
6/24/2011,3,9,NE,Polygonum,virginianum,30,21,0,0,0
6/24/2011,3,9,NE,Rubus ,alleghaniensis,0,65,0,0,0
6/24/2011,3,9,NW,Acer,saccharum,0,0,40,60,0
6/24/2011,3,9,NW,Aralia ,elata,0,8,5,0,0
6/24/2011,3,9,NW,Eurybia ,divaricata,5,40,37,32,0
6/24/2011,3,9,NW,Maianthemum,canadense,0,0,0,0,9
6/24/2011,3,9,SE,Aralia ,elata,0,0,0,30,15
6/24/2011,3,9,SE,Poaceae,spp.,48,0,0,0,0
6/24/2011,3,9,SE,Maianthemum,canadense,0,0,0,0,95
6/24/2011,3,9,SE,Parthenocissus ,quinquefolia,35,0,0,0,0
6/24/2011,3,9,SE,Quercus ,rubra,0,0,5,0,0
6/24/2011,3,9,SE,Toxicodendron ,radicans,0,37,55,0,0
6/24/2011,3,9,SW,Aralia ,elata,48,33,45,0,0
6/24/2011,3,9,SW,Liriodendron ,tulipifera,0,0,5,0,0
6/24/2011,3,9,SW,Maianthemum,canadense,0,0,0,20,20
6/24/2011,3,9,SW,Phytolacca,americana,0,0,30,0,0
6/24/2011,3,9,SW,UNKNOWN,,0,0,0,10,0
6/24/2011,3,9,SW,Viburnum ,dilatatum,50,50,19,0,0
6/24/2011,3,10,NE,Ampelopsis ,brevipedunculata,0,84,0,0,0
6/24/2011,3,10,NE,Eurybia ,divaricata,0,0,0,0,3
6/24/2011,3,10,NE,Reynoutria,japonica,0,0,0,35,27
6/24/2011,3,10,NE,Poaceae,spp.,30,20,71,13,0
6/24/2011,3,10,NE,Parthenocissus ,quinquefolia,0,20,0,0,0
6/24/2011,3,10,NE,Polygonum ,virginianum,25.5,40,35,69,90
6/24/2011,3,10,NE,Prunus ,serotina,0,0,0,76,0
6/24/2011,3,10,NE,Quercus ,rubra,0,40,0,0,0
6/24/2011,3,10,NE,Rubus ,sp.,37,22,0,13,0
6/24/2011,3,10,NE,Maianthemum,racemosum,0,0,22,0,0
6/24/2011,3,10,NE,Solidago,sp.,19,0,0,0,0
6/24/2011,3,10,NW,Acer,saccharum,0,0,65,29,0
6/24/2011,3,10,NW,Aralia ,elata,0,0,17,0,0
6/24/2011,3,10,NW,Fern,,22,60,45,92,52
6/24/2011,3,10,NW,Maianthemum,canadense,20,14,0,0,0
6/24/2011,3,10,NW,Parthenocissus ,quinquefolia,7,0,0,0,30
6/24/2011,3,10,NW,Polygonum,virginianum,0,23,0,0,14
6/24/2011,3,10,NW,Rubus ,sp.,0,0,0,0,3
6/24/2011,3,10,NW,Maianthemum,racemosum,0,0,0,17,43
6/24/2011,3,10,SE,Betula,lenta,27,0,0,0,0
6/24/2011,3,10,SE,Carya,sp.,0,0,43,0,0
6/24/2011,3,10,SE,Eurybia,divaricata,75,18,38,50,100
6/24/2011,3,10,SE,Eurybia ,divaricata,0,47,0,0,0
6/24/2011,3,10,SE,Fern,,0,0,2,0,0
6/24/2011,3,10,SE,Poaceae,spp.,0,50,14,0,0
6/24/2011,3,10,SE,Moss,,0,20,3,0,0
6/24/2011,3,10,SE,Parthenocissus ,quinquefolia,0,0,22,0,0
6/24/2011,3,10,SE,Phytolacca,americana,52,0,0,0,0
6/24/2011,3,10,SE,Quercus ,rubra,0,0,72,0,0
6/24/2011,3,10,SE,Rubus ,sp.,36,0,0,0,5
6/24/2011,3,10,SW,Carya,cordiformis,0,5,0,0,0
6/24/2011,3,10,SW,Eurybia,divaricata,0,0,84,36,65
6/24/2011,3,10,SW,Fern,,20,0,0,0,0
6/24/2011,3,10,SW,Ostrya ,virginiana ,0,5,0,0,0
6/24/2011,3,10,SW,Parthenocissus ,quinquefolia,11,47,71,73,62
6/24/2011,3,10,SW,Phytolacca,americana,0,0,0,0,32
6/24/2011,3,10,SW,Quercus ,rubra,0,0,29,65,0
6/24/2011,3,10,SW,Toxicodendron ,radicans,0,6,0,0,0
6/24/2011,3,11,NE,Reynoutria,japonica,0,0,0,60,26
6/24/2011,3,11,NE,Polygonum ,virginianum,0,16,80,90,43
6/24/2011,3,11,NE,Rubus ,alleghaniensis,0,2,0,0,5
6/24/2011,3,11,NE,Rubus ,sp.,0,1,0,0,0
6/24/2011,3,11,NE,Maianthemum,racemosum,15,0,8,0,0
